454,2188
1169,1731
1507,2436
1151,2570
1703,1967
65,2021
118,2010
64,1209
480,598
1338,1912
751,2202
202,1173
1085,2109
1171,1355
452,1258
800,1834
864,2210
2157,2160
2329,2331
837,2670
528,803
572,1416
2075,2668
1663,2577
1184,2100
17,2140
89,884
856,2248
746,1303
1975,2109
1200,2414
1012,1797
1355,1957
990,1542
736,1631
761,1401
315,2232
1035,1833
1889,1890
857,1246
915,1740
344,854
1020,2075
1682,2320
16,2444
470,1097
470,857
226,1701
569,2512
958,1798
1185,2589
1624,1788
142,1628
1701,1799
1013,1849
935,973
26,2454
258,1094
353,1345
1628,2172
228,1721
942,1952
792,2555
1429,1534
402,1940
1555,1953
317,1624
250,2429
499,2457
401,1065
311,343
852,1800
1367,2143
708,1358
1144,1245
580,744
1986,2003
681,1986
1483,1620
306,1798
20,2374
1257,2677
1257,2671
1688,2671
295,1177
1152,2155
524,979
1178,1984
310,1581
270,838
1810,1869
758,2492
828,2464
231,1868
1623,1771
1090,1598
638,808
150,1942
2180,2183
758,1762
1131,1215
796,1358
59,1358
1599,2614
370,1408
1652,1972
429,794
2306,2552
701,735
984,1068
1004,1489
906,2353
270,2280
1709,1986
1224,1525
906,2351
695,1681
306,1158
1585,1653
1693,2408
454,2189
368,1194
391,493
1238,1358
307,991
1351,1535
2102,2385
1475,2470
180,2076
154,819
141,1002
616,2365
831,1011
1083,1232
533,1742
1189,2359
1416,1926
945,1512
1280,2612
681,1171
873,1358
1894,2118
2124,2127
1071,2671
1193,1705
161,2010
2181,2196
85,1065
684,1282
1483,1726
1840,2071
1203,1410
849,1993
310,1272
255,2112
1719,1765
0,1862
127,2604
512,1472
1441,2272
1738,2366
223,744
2570,2572
1818,2306
471,1013
1810,1817
172,1692
380,930
1526,2425
1062,1192
376,672
146,1907
1119,1663
100,1602
376,1583
1178,1908
781,2402
1986,2007
743,1570
94,675
764,796
435,733
265,1441
1042,1925
2394,2395
284,2226
159,180
359,1620
59,1287
1022,1961
200,1439
841,2034
962,1808
437,718
1674,2608
8,269
1191,2241
1146,2254
901,1279
669,1124
157,1870
1204,1838
0,2582
703,2497
248,1531
523,949
1772,2045
88,1677
1358,1712
661,1881
313,2296
833,2595
18,1560
1669,2332
835,1810
488,2547
317,1785
669,729
1820,1873
21,2310
2247,2509
479,1880
281,1347
492,2538
1408,1829
1477,1542
364,732
95,736
1301,1316
2083,2168
458,1276
538,1286
481,2291
881,1155
114,2506
264,472
535,2641
788,2033
131,834
962,1665
444,2290
1296,1911
187,1208
2144,2145
598,1636
36,1781
10,2545
940,1829
598,1864
1084,1213
1502,1503
873,2313
116,1501
171,790
1401,1585
1369,1530
1351,2134
1563,2633
2618,2619
426,1805
47,1579
88,2011
324,827
1199,1566
487,1705
449,1834
277,696
1417,1529
429,1889
1013,1675
762,2448
944,2138
398,2177
609,2446
95,1535
110,1599
1311,1312
1507,1645
1580,1892
2002,2379
149,1655
1432,2663
897,1494
823,1765
1875,1986
771,1080
1013,1464
469,2412
877,1300
756,1469
942,1924
1143,2262
1701,1874
876,1358
1461,2248
1224,1583
249,621
1520,1765
1701,1852
1008,1416
443,1966
734,2056
1413,1542
2212,2216
1526,2099
1224,1975
1475,2469
152,2240
1225,1450
857,1097
214,2194
783,893
2279,2466
151,2236
586,1218
1009,2096
765,2367
1615,1665
364,1358
1201,2533
36,1640
1255,2248
1204,1602
482,2308
2440,2530
2457,2649
1869,2309
162,1268
1360,1902
962,1062
87,842
1127,1986
143,598
180,775
985,1149
104,2210
431,2695
444,515
687,1171
1477,2066
748,1568
415,525
1,654
1336,1797
899,1055
14,2034
955,1914
91,1046
578,1879
210,1905
584,623
2416,2417
1413,1934
48,2206
277,973
201,570
1206,2671
1307,2536
812,1542
655,2080
741,831
1050,1230
366,553
1389,2597
1409,1828
868,2099
298,607
1396,1421
1623,1775
1662,1666
871,2652
564,1262
27,2578
1366,2248
120,483
1536,2702
1092,2501
397,2329
112,2080
819,1358
440,895
1154,2515
1986,2004
501,1358
1207,2464
469,620
1740,1804
239,910
1826,1827
1185,2358
1810,1822
1884,1885
193,458
1013,1848
145,1593
1206,1257
260,365
88,2012
1712,1725
1655,2136
1082,2386
392,1619
341,1358
2671,2672
1914,1920
1042,2073
239,2021
436,1977
741,1011
767,2314
18,2082
1041,1466
151,2335
2157,2159
1712,2446
806,1383
657,867
285,502
1212,1701
89,1530
645,950
306,554
752,2083
1914,1916
964,965
1591,2541
102,1623
833,2036
1787,1810
1852,2045
734,2202
1889,2039
595,2176
1725,1740
372,2377
766,845
1623,1773
1340,1943
480,1710
308,1670
667,2364
216,1701
912,2130
65,1293
257,2180
1300,1542
155,817
389,1483
1424,1813
364,1756
417,1871
1095,2613
159,2308
647,904
736,2197
2624,2701
1461,1634
1279,2186
478,2024
1103,1760
432,1597
628,1725
1581,1810
464,2444
1683,2132
1388,2197
934,2356
621,1978
1047,1588
970,1358
1490,2327
118,842
4,1256
2162,2163
416,519
1050,1569
438,718
128,233
291,1692
515,2464
112,1623
138,306
638,1773
261,873
182,997
525,2054
1903,2592
565,1610
881,1199
20,2269
311,690
482,2307
440,441
171,775
1230,1342
1608,2489
737,2136
1421,2110
462,1048
796,1317
1197,1998
428,1257
33,2119
1358,1765
1456,1457
739,1881
1927,1929
175,2217
1561,1623
186,1228
448,1824
279,2423
1554,2687
306,1367
242,279
154,1752
1074,1675
371,1354
1234,1703
741,1282
327,1996
1006,1302
1859,1986
157,598
310,1331
556,1623
2471,2493
1358,1731
373,1042
687,1725
2147,2486
505,2083
490,2099
598,1299
1655,1894
1449,2681
1742,2445
2291,2292
170,1358
1200,1502
140,582
1154,1714
174,2334
252,2485
562,1735
1358,1715
436,1982
94,586
783,1061
2177,2367
268,2451
2263,2490
126,306
702,993
1542,1577
271,2498
1318,2662
84,2223
48,714
266,809
306,573
1874,2500
731,2203
227,883
155,1689
1482,2132
1359,2480
273,846
1358,1516
316,845
176,231
486,2668
566,1986
1218,2116
266,578
854,935
1504,1647
199,1869
2194,2195
94,195
22,2238
2236,2237
598,1107
745,2009
1830,2045
400,1354
1249,1483
119,1959
338,1413
415,2178
1669,1892
1248,1651
1787,2045
1527,2274
1119,2128
1682,2291
962,1806
1627,1740
218,1382
779,1919
494,2614
1136,2554
1094,1653
837,1422
337,1358
55,787
59,615
292,2562
1282,1283
1382,1502
1358,1565
1072,1262
1358,1764
598,968
835,1121
1097,1869
819,1606
1409,1553
699,2327
1174,2394
756,1692
683,834
702,2069
245,782
2160,2161
713,1044
146,1927
1630,2227
1289,1705
88,2010
1015,1068
138,1776
1273,2129
177,726
316,1297
687,1610
444,488
645,1358
440,2179
1378,2058
165,1473
2224,2225
290,328
301,1169
1565,2365
1549,2286
121,1910
2,1986
152,2238
482,790
833,1130
154,1339
1042,1628
1153,1401
568,1116
99,2455
186,2702
833,1641
505,1304
234,610
403,1037
1677,1908
154,326
2427,2428
651,885
109,2093
1583,1995
580,1358
1224,1587
1317,2220
697,1080
458,1953
623,2289
1396,2395
1870,1986
76,2178
1705,2322
1015,2262
733,759
1562,1765
1017,2472
89,1585
137,2329
1358,1604
287,2705
1744,1765
885,2386
74,1042
306,2046
1131,2185
88,415
1900,2608
297,598
308,1253
257,964
306,1779
1806,1809
88,1174
323,2020
2242,2539
2445,2503
377,1265
467,1701
749,1333
877,1935
453,1806
446,1507
946,1966
764,1358
1322,2265
687,1710
616,2503
344,441
263,364
353,1173
880,973
39,1965
1502,2163
1240,2237
1745,2596
996,2518
1631,2196
534,933
302,719
350,406
1443,2645
921,2134
1415,2269
1173,1250
367,2083
699,1701
1665,1701
972,1000
798,1381
252,973
2594,2680
179,1986
660,1623
109,1346
506,1013
1388,2181
957,2167
1257,2249
851,2018
1335,2087
1542,1936
56,412
105,1721
371,1415
203,1869
796,1103
2459,2689
1469,1692
737,1269
1724,2215
306,1572
166,271
2654,2655
268,1740
799,961
788,1952
448,1902
188,1727
1973,1975
2030,2112
979,1957
1332,2024
831,1733
1926,2052
1085,1421
279,2344
436,878
1262,1509
794,1160
529,1419
526,565
789,1240
530,1013
10,476
1701,1875
4,1016
1481,2332
570,2430
172,512
119,1901
561,1016
306,608
1323,1701
306,452
1273,2124
1402,1972
643,2407
1479,1894
919,1358
1421,2109
496,711
540,747
33,2040
2001,2378
306,1797
1651,2045
1027,2394
367,2451
1701,1820
1002,2033
465,2304
456,544
594,663
1177,1542
1647,2160
1737,1888
1183,1825
1102,2290
48,2041
1428,1534
189,1509
885,2024
1589,2596
778,1370
40,1364
415,737
1558,2340
176,973
1139,2182
1054,1099
142,456
832,2600
83,2581
13,1701
297,899
1015,1385
470,652
1533,2671
645,1826
306,2086
102,2256
718,2059
945,1911
347,408
306,426
1057,2409
253,507
1202,1428
171,1548
626,1358
817,1736
1296,1913
1165,1593
2602,2603
439,1169
470,1115
995,2385
1708,2314
1360,1650
279,2280
1529,1984
497,2419
1095,1986
364,970
576,1810
1012,1682
1655,2295
1899,1902
1701,1876
312,1740
779,1914
1609,1912
661,1353
1282,2324
735,2060
53,1103
1281,1358
415,1908
485,839
1683,1973
1660,2154
1131,1930
1131,1909
472,1183
953,2565
1684,2486
90,156
959,2529
1405,1894
1624,1778
210,1614
382,1203
1158,2252
118,388
1622,2425
78,1329
1227,1269
607,1664
507,2508
294,306
2128,2129
1833,1834
355,1668
662,932
402,507
1657,2688
1728,2599
1441,1957
2667,2668
53,1358
1395,2266
36,1505
1654,1952
927,1316
24,201
465,1869
306,350
218,781
254,1211
506,1914
436,668
1954,2275
128,392
512,756
1602,2074
1205,1761
778,1914
2671,2673
175,955
1560,1623
302,306
191,1998
1141,2294
1628,2057
102,1448
719,1810
58,1715
1143,2376
88,2394
1303,2163
1114,1717
1109,2675
1107,2243
1335,1856
232,1864
853,1762
2040,2122
905,1282
1099,1607
1654,2034
604,2109
476,1800
1358,1568
689,1292
249,1978
69,1920
1013,1293
441,671
743,1239
109,426
239,887
64,1737
979,1503
1073,2163
567,1513
1750,1765
996,1257
110,1161
2467,2468
1906,1907
336,1950
1281,1748
1248,2045
1441,2273
922,1406
48,1666
1842,1979
509,2148
95,1838
878,2326
1641,2495
20,2270
1508,1894
804,1307
26,2455
2008,2301
1120,2025
1300,1940
938,2027
2155,2293
515,623
729,2534
957,2083
622,886
103,306
885,1039
1103,1887
1224,1919
61,1309
850,2278
1498,2590
868,1341
1117,1628
902,1284
141,2034
1795,2464
1126,1823
1358,1646
586,1224
1301,2140
1204,1839
236,2045
389,1743
88,300
73,449
190,2135
350,1775
706,805
1152,2416
621,2018
2297,2299
976,998
95,861
1530,2240
121,1158
836,2078
1358,1741
258,1240
1639,2679
904,1312
734,1841
158,2034
1331,1576
410,676
1928,2475
1159,2534
593,1474
1064,2352
710,2213
496,596
358,2642
773,1505
532,1701
1542,1941
725,2071
33,698
946,2623
490,1879
1186,2535
1257,2673
392,1825
1336,2032
788,1031
16,970
599,1271
1941,2508
224,2034
1229,1308
891,1674
645,1495
88,498
375,2435
1358,2597
815,1344
1692,2345
1595,2246
1358,1737
598,1473
1182,1579
429,1493
40,866
1811,1822
1133,1500
1734,2597
156,1763
448,1826
562,704
687,2372
1757,2451
1948,1950
751,1204
645,1895
2515,2530
794,1590
73,1358
121,2252
306,2078
2287,2288
201,598
537,1165
2182,2233
344,389
1810,1813
768,1724
278,1185
473,1575
48,1031
399,1089
221,817
1469,2349
895,1187
591,642
1464,1482
1162,1510
1338,2385
436,1332
1291,1660
597,1628
2446,2447
360,1409
1169,1358
116,1076
612,2235
1474,2335
85,2488
738,1080
2367,2370
109,176
154,1753
1268,2309
1046,1510
2539,2632
975,2097
2031,2436
1726,2168
541,904
1125,2332
142,525
280,2155
867,2439
430,2130
1224,2155
962,1807
489,1358
748,1358
953,2567
80,2049
362,1966
1826,1829
1903,1960
110,1262
245,1162
922,1307
157,2493
1410,1655
4,1761
732,2685
81,527
736,1841
1829,1902
315,423
1711,1730
109,2095
1573,2698
735,739
606,1666
82,1138
1309,1741
45,1219
1721,1761
1986,1992
73,876
514,1978
377,678
1986,2000
1701,1869
731,1279
1015,1789
1692,2302
734,1006
525,2182
480,2359
331,2480
963,1157
2555,2599
1535,2155
95,2074
366,1583
2017,2467
132,904
1300,1933
1620,2450
974,1496
882,1358
650,1250
1013,1841
1324,2035
1470,1824
973,1583
306,2085
281,746
1014,1558
60,1527
199,420
2055,2198
165,2706
464,2445
117,2537
1358,1732
1358,1751
1013,1625
444,2464
961,1728
1925,2620
1731,1755
1358,1762
1020,2667
1226,1956
55,815
667,2472
591,1423
2243,2245
23,2159
118,255
691,2034
1839,2424
1679,2140
731,901
1135,2518
1309,2103
63,1322
1986,1987
576,2348
1358,1730
1717,1731
702,779
1441,1700
505,1448
204,415
368,1545
306,1804
111,2643
1343,2165
703,801
407,695
722,1567
2066,2122
2009,2025
1676,1914
1441,2275
154,364
722,2500
74,1416
1358,1747
1007,1742
931,1433
792,1986
1376,2232
1284,2450
610,2287
76,88
1986,1998
1119,1273
603,795
1013,1120
1954,1958
541,1896
102,109
640,1598
1678,1746
481,823
306,656
167,1056
1107,1810
585,2526
691,2130
139,2045
2056,2576
191,1791
853,1169
1344,2315
1901,1954
107,1113
1358,1620
55,210
271,2387
310,1947
2074,2181
1169,2492
754,2450
398,730
95,2183
972,2247
2394,2397
797,1358
1284,1604
886,1400
1283,2324
120,816
661,1884
761,1443
338,1542
1998,2326
1158,2251
466,970
1611,2124
1483,1743
1063,1518
352,1294
281,1000
314,2000
598,1301
2040,2120
642,2472
26,99
1358,1760
271,1970
1804,2451
2634,2636
986,2697
306,1799
1358,1753
760,1513
1920,2422
552,1358
455,2486
89,1653
829,1816
149,2025
236,1072
1394,2137
1472,1692
1692,2186
1398,1528
748,1374
109,563
580,2444
1022,1962
210,2309
1675,1676
1367,1584
403,1742
1566,1895
1026,2531
1794,1796
1605,1950
733,2303
89,1157
584,2289
1846,1867
468,1311
1554,2688
121,589
1300,1941
1543,1881
2025,2028
112,306
1077,2450
816,2405
989,2436
902,1604
1295,1987
69,1013
1944,1950
1441,1707
1564,1786
893,911
733,2301
1725,1745
598,1823
1500,1538
424,1203
518,1373
487,1773
1282,1735
2266,2364
2186,2199
710,2212
1163,2132
1681,2320
514,1314
139,306
980,1367
531,2308
719,1623
75,583
839,2277
1013,1844
1550,2083
74,1517
1469,1498
320,1597
19,1939
1602,2073
175,2388
544,1580
1369,1653
73,1751
385,2483
193,441
115,973
310,352
969,1743
1986,1988
753,1269
801,1961
1465,1488
1501,2395
918,2065
327,928
1233,2433
1254,1308
807,1956
1119,2125
263,732
1851,2485
1441,1958
65,2419
892,1950
261,1479
529,2260
306,1490
739,1237
1416,1925
516,1882
109,610
999,1358
1270,2034
189,564
598,845
645,1898
399,2107
1455,1537
1119,1462
901,2186
1430,1718
1290,2258
482,2230
1180,1304
150,914
59,105
1684,2513
230,577
1442,2462
69,604
32,1973
251,1542
704,1483
924,2383
2687,2688
957,1358
201,1701
507,1176
500,2241
457,2216
1015,1481
30,1416
368,428
870,1119
186,1672
1741,2593
2123,2380
2398,2493
1720,1765
1952,2206
831,1638
1042,2198
1628,2021
112,487
1417,2260
2237,2238
982,2176
453,2306
95,2199
1656,1798
111,2492
779,1224
1008,1922
151,2238
2249,2518
518,2423
867,1252
1841,2056
12,1318
1095,1325
1054,1605
437,1495
563,1701
614,888
793,2592
228,848
1224,1341
1527,1668
1795,1796
1067,2448
17,1316
167,168
1529,2350
2034,2130
1554,2686
436,885
706,2645
2367,2371
1574,1986
474,1181
323,2022
109,1624
332,2615
779,1370
87,2164
1625,1729
124,1367
1524,1693
2268,2291
2046,2048
1218,1927
75,2225
81,423
2045,2046
158,180
124,2478
1203,1842
73,1136
118,2030
1041,2448
1462,1663
180,1807
240,756
633,1866
1702,1970
951,1358
239,1909
2473,2648
173,687
1382,2283
1469,2346
529,1417
1776,2045
408,1841
1920,2310
1291,2154
1547,2169
1240,1443
1042,1481
441,1455
1657,2686
1538,1842
45,2667
616,1358
484,2081
1777,2143
342,1072
673,1986
436,1980
86,1336
194,1050
2221,2507
1681,2319
962,1809
875,1942
1986,2002
45,2303
1728,2257
965,1693
1042,1047
1325,2063
516,2104
589,1624
605,1107
1536,2580
957,1154
173,1033
2335,2336
1051,2383
1701,1861
74,1118
1229,2442
1535,1916
408,2056
643,1538
995,1912
290,2359
306,1805
415,1850
801,1470
356,2116
454,1441
1305,1358
442,2120
1365,2519
401,733
1526,1879
2199,2201
1272,1947
577,849
403,2503
1566,1732
39,1522
2113,2450
2390,2391
1013,1840
33,588
1270,1622
2214,2216
657,2523
1784,2045
1072,1805
1736,1763
2203,2511
704,2113
1376,1848
306,2045
1435,2059
316,598
860,1527
1914,2388
47,163
916,1026
1358,1745
1368,1911
1567,1874
733,862
506,1918
182,183
306,958
929,2627
1169,1737
284,2222
1772,1782
2,1666
1448,2045
470,854
113,747
1481,1669
310,892
429,863
681,1445
1926,2051
288,618
783,2376
1578,2497
306,2088
426,1772
269,2551
1033,2168
1827,1828
153,459
779,1973
1334,1542
118,554
145,537
926,1862
1131,1133
1365,1703
714,1385
2182,2232
274,749
1273,2034
1701,1864
770,1894
1589,1745
858,2182
1127,1583
736,1388
2172,2182
39,2357
76,2018
1894,2117
350,656
1979,1980
458,1122
1420,2396
1358,1766
1642,2657
429,1669
1778,2327
15,1090
1045,1571
645,1899
231,2217
1103,1284
1311,2080
567,760
1358,1750
240,512
306,1045
52,2172
336,1944
2231,2292
584,2464
442,1051
88,1882
406,505
553,2009
1070,1072
156,1358
1409,1827
899,1986
617,2034
2266,2321
341,613
357,1358
1945,1947
1081,2563
827,1039
702,822
2075,2091
1378,2150
1750,1766
2382,2383
1481,2335
810,1068
1050,1634
650,1756
1428,2336
1441,2274
442,627
67,2628
21,1043
124,306
436,483
977,1281
266,2229
1701,1846
1168,1955
572,2418
1902,1903
370,1415
1901,2284
1176,1542
1848,1909
783,1143
211,1909
903,2031
751,2198
1358,1738
1204,1330
310,1815
867,1229
1012,1336
1050,1342
298,1325
1623,1779
443,1531
623,2464
1358,1744
114,610
109,153
1703,1906
248,1264
88,162
1417,2350
230,1217
1701,1855
2457,2458
1602,2072
897,1152
392,1415
341,1546
2630,2699
301,2492
14,2077
429,2041
565,2279
98,1521
580,1742
308,2045
1636,1701
1348,2605
12,1001
427,1528
485,1042
2266,2267
137,2504
1572,1776
180,790
36,2094
1349,1634
185,2003
708,2216
1438,2664
1810,1819
711,2112
519,1998
191,1677
998,1431
276,1463
788,2205
2671,2675
651,2023
329,1798
539,1616
1092,1171
1131,2155
567,631
1503,2243
725,1104
429,1807
194,473
487,2026
466,1738
1144,1623
1224,2152
1655,1839
736,1006
254,507
647,1360
686,2366
207,833
1473,2706
466,2546
1459,2218
2343,2344
2121,2122
371,1414
1671,2137
598,869
1460,2358
312,1610
503,576
833,2495
1424,1621
1846,2117
239,1376
314,1623
55,651
1964,1966
687,1586
1704,2077
2285,2286
15,2367
1768,1837
1399,2394
805,2236
1111,2129
306,329
1954,1957
1021,2309
980,1623
1558,2339
831,1358
651,2024
1623,1781
1969,2236
875,1945
1443,2399
2220,2525
1333,2312
1671,2136
2565,2566
1045,1773
1042,2055
1147,1865
2022,2190
124,1622
332,665
1336,1452
59,1725
2570,2573
139,1623
1317,1720
95,456
643,1167
1042,2051
1957,2630
540,1441
1354,2270
1013,1403
425,2466
230,1810
689,1358
2367,2368
495,1327
1358,1763
1776,2078
519,1346
1358,1722
1421,2394
1377,2069
120,2405
2076,2077
507,1413
925,1222
352,1944
1119,1697
306,1781
1358,1471
746,2006
59,609
1592,2485
1973,1976
154,1238
1358,1499
859,1030
1089,1552
1619,2269
1138,2248
17,1315
251,812
1986,2006
1235,2577
1701,1877
168,2437
945,1072
1428,2520
539,2155
1690,2112
1980,2405
27,2360
480,1426
1425,1618
630,973
1174,1912
562,1483
371,2375
1065,1096
1287,1358
2181,2202
108,1647
328,951
728,1296
1101,2148
1147,2367
109,1772
1334,1701
836,1572
198,1255
118,454
231,232
708,2212
591,1017
706,2238
1812,2550
381,2518
306,1770
251,253
645,1900
1171,2359
1110,2295
1797,2088
733,1818
7,208
202,1345
1098,2067
620,2534
104,864
579,994
428,2248
548,1523
887,1624
1899,2510
300,415
895,1913
843,2542
985,1073
6,1042
695,1998
2122,2123
823,1358
2115,2519
963,1417
359,1483
756,2187
2065,2066
61,2162
898,2160
700,1691
356,2018
30,2343
591,2472
274,748
153,1623
148,381
1041,2390
84,2224
905,1620
1557,2168
184,520
1498,2349
1409,1826
344,661
1701,1860
1810,1823
132,1022
436,1039
766,1868
1682,2189
890,1269
847,2189
836,1013
279,2165
1298,2703
1986,1994
2227,2228
91,2122
722,1874
1370,2485
859,1199
142,2049
1243,1358
1013,1842
1308,1627
110,2279
827,1921
1701,1870
716,1810
1687,1721
1697,1986
1085,2110
2344,2475
438,787
81,347
889,1832
541,1022
217,243
379,1959
1103,1886
2181,2197
279,1195
1486,1745
281,2247
1510,2387
525,2183
1902,1904
1077,1483
1514,1692
855,2493
544,1769
88,1713
794,863
2,332
608,1623
1567,1654
2281,2405
1709,1738
1519,2640
724,1344
490,826
2155,2294
88,1741
183,997
1623,1780
1701,1871
718,1416
897,1156
157,1701
1072,1358
640,894
191,382
519,1574
1358,1444
604,1652
410,1179
492,1257
482,1810
284,2225
337,1499
113,1884
1192,1621
548,843
517,952
1505,1552
185,297
2182,2231
1040,1169
1171,1909
14,2668
276,2133
1278,2268
144,1593
1013,1846
1344,1928
1102,1207
1240,1702
2024,2156
1228,2580
133,1784
939,2173
1042,1926
1419,2260
703,1961
2270,2375
165,2707
289,1722
622,1951
525,1540
519,598
1334,1941
1469,2590
310,1948
854,1884
1330,1837
2015,2071
472,1182
542,1623
814,2382
537,1698
472,2029
1103,1520
70,2184
1224,1851
167,2437
1487,1849
1624,1780
267,670
636,2233
2349,2358
1251,1448
210,1907
628,2546
1102,2465
812,1413
1414,1415
1844,2276
2694,2695
206,2691
1158,1635
1169,2220
72,1103
366,745
816,1980
158,1701
2679,2682
542,1245
2402,2403
2021,2418
536,567
394,1063
1358,1728
69,1351
385,2484
388,1899
867,2523
2168,2169
1242,2146
803,2100
2289,2464
78,1418
958,1072
256,756
936,2515
1809,1810
1229,1506
2003,2123
22,1703
242,838
1767,1783
1765,2492
1269,1880
2034,2036
95,334
88,2015
1810,1820
44,1582
173,1586
1792,2485
722,2501
177,1639
598,2138
780,2341
592,2669
1320,1349
1284,1358
109,1769
976,1431
389,1077
104,401
2494,2495
79,603
239,2418
348,2248
306,1771
117,259
534,609
1702,1971
800,889
1266,1984
306,973
1492,1765
374,413
2034,2040
577,2352
2115,2117
395,2367
236,1572
1358,1759
1605,2663
968,1986
403,1383
